game_id,hand_id,round_index,player_name,action,amount,hole_cards,community_cards,pot,player_stack,small_blind,big_blind,winner
a0fff211-95be-4c79-9382-2aafbd635955,3,preflop,Alice,call,30,DA-SK,,90,970,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,preflop,Bob,raise,40,DQ-S4,,110,1825,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,preflop,Carol,raise,66,S7-S9,,146,299,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,preflop,Alice,call,66,DA-SK,,182,934,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,preflop,Bob,fold,0,DQ-S4,,182,1825,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,flop,Alice,raise,36,DA-SK,HJ-C3-HA,218,898,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,flop,Carol,call,36,S7-S9,HJ-C3-HA,254,263,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,turn,Alice,call,0,DA-SK,HJ-C3-HA-DJ,254,898,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,turn,Carol,raise,254,S7-S9,HJ-C3-HA-DJ,508,9,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,turn,Alice,raise,508,DA-SK,HJ-C3-HA-DJ,1016,390,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,3,turn,Carol,fold,0,S7-S9,HJ-C3-HA-DJ,1016,9,10,20,Alice
a0fff211-95be-4c79-9382-2aafbd635955,4,preflop,Carol,fold,0,C7-HT,,30,9,10,20,Bob
a0fff211-95be-4c79-9382-2aafbd635955,4,preflop,Dave,fold,0,DQ-CQ,,30,760,10,20,Bob
a0fff211-95be-4c79-9382-2aafbd635955,4,preflop,Alice,fold,0,D9-S4,,30,1396,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,1,preflop,Dave,fold,0,D6-CT,,30,1000,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,preflop,Alice,raise,30,H8-H2,,60,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,preflop,Bob,call,30,DJ-S6,,80,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,preflop,Carol,call,30,DK-D3,,90,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,flop,Bob,call,0,DJ-S6,D2-SQ-CA,90,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,flop,Carol,call,0,DK-D3,D2-SQ-CA,90,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,flop,Alice,call,0,H8-H2,D2-SQ-CA,90,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,turn,Bob,fold,0,DJ-S6,D2-SQ-CA-D9,90,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,turn,Carol,call,0,DK-D3,D2-SQ-CA-D9,90,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,turn,Alice,call,0,H8-H2,D2-SQ-CA-D9,90,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,1,river,Carol,fold,0,DK-D3,D2-SQ-CA-D9-D7,90,970,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Alice,fold,0,HT-C9,,30,1060,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Bob,call,20,H6-HJ,,50,950,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Carol,call,20,D6-D2,,60,950,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Dave,raise,30,S8-H8,,70,970,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Bob,raise,42,H6-HJ,,92,928,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Carol,call,42,D6-D2,,114,928,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Dave,raise,91,S8-H8,,175,909,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Bob,fold,0,H6-HJ,,175,928,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,2,preflop,Carol,fold,0,D6-D2,,175,928,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,3,preflop,Bob,fold,0,SA-S2,,30,928,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,3,preflop,Carol,fold,0,CQ-H6,,30,928,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,3,preflop,Dave,fold,0,C3-H3,,30,1074,10,20,Alice
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Carol,call,20,D5-S9,,50,908,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Dave,raise,30,H4-D8,,80,1044,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Alice,raise,64,HA-HJ,,134,1006,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Bob,fold,0,S8-H3,,134,908,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Carol,call,64,D5-S9,,178,864,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Dave,raise,98,H4-D8,,246,976,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Alice,raise,172,HA-HJ,,354,898,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Carol,call,172,D5-S9,,462,756,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,preflop,Dave,call,172,H4-D8,,536,902,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,flop,Alice,fold,0,HA-HJ,DJ-DQ-H9,536,898,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,flop,Carol,raise,107,D5-S9,DJ-DQ-H9,643,649,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,flop,Dave,raise,643,H4-D8,DJ-DQ-H9,1286,259,10,20,Bob
071e6394-6d6d-4b92-9583-091067551eff,4,flop,Carol,raise,-1,D5-S9,DJ-DQ-H9,1286,649,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,preflop,Dave,fold,0,S7-DJ,,30,1000,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,preflop,Alice,call,20,HT-H6,,50,980,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,preflop,Bob,call,20,DQ-SJ,,60,980,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,preflop,Carol,raise,60,D4-C7,,100,940,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,preflop,Alice,call,60,HT-H6,,140,940,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,preflop,Bob,fold,0,DQ-SJ,,140,980,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,flop,Carol,raise,140,D4-C7,D6-H8-C2,280,800,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,flop,Alice,call,140,HT-H6,D6-H8-C2,420,800,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,turn,Carol,call,0,D4-C7,D6-H8-C2-D5,420,800,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,1,turn,Alice,fold,0,HT-H6,D6-H8-C2-D5,420,800,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,preflop,Alice,raise,30,D7-D9,,60,770,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,preflop,Bob,call,30,HA-S6,,90,950,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,preflop,Carol,fold,0,HT-S7,,90,1210,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,preflop,Dave,call,30,D5-C5,,100,970,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,flop,Dave,raise,70,D5-C5,D4-D8-CQ,170,900,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,flop,Alice,call,70,D7-D9,D4-D8-CQ,240,700,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,flop,Bob,call,70,HA-S6,D4-D8-CQ,310,880,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,turn,Dave,raise,248,D5-C5,D4-D8-CQ-SQ,558,652,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,turn,Alice,raise,496,D7-D9,D4-D8-CQ-SQ,1054,204,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,turn,Bob,fold,0,HA-S6,D4-D8-CQ-SQ,1054,880,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,2,turn,Dave,fold,0,D5-C5,D4-D8-CQ-SQ,1054,652,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,preflop,Bob,call,20,H3-H7,,50,860,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,preflop,Carol,call,20,D9-DJ,,70,1190,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,preflop,Dave,call,20,CT-S2,,80,632,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,preflop,Alice,raise,80,S8-D4,,140,1178,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,preflop,Bob,raise,140,H3-H7,,260,740,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,preflop,Carol,call,140,D9-DJ,,380,1070,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,preflop,Dave,fold,0,CT-S2,,380,632,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,preflop,Alice,fold,0,S8-D4,,380,1178,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,flop,Bob,raise,38,H3-H7,D5-DQ-D7,418,702,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,flop,Carol,raise,334,D9-DJ,D5-DQ-D7,752,736,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,flop,Bob,call,334,H3-H7,D5-DQ-D7,1048,406,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,turn,Bob,raise,406,H3-H7,D5-DQ-D7-C9,1454,0,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,3,turn,Carol,fold,0,D9-DJ,D5-DQ-D7-C9,1454,736,10,20,Alice
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Carol,call,20,S7-SQ,,50,716,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Dave,raise,50,H6-D8,,100,582,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Alice,raise,80,H5-C4,,170,1098,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Bob,raise,110,D9-D7,,260,1344,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Carol,raise,140,S7-SQ,,380,596,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Dave,raise,266,H6-D8,,596,366,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Alice,raise,392,H5-C4,,908,786,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Bob,raise,544,D9-D7,,1342,910,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Carol,fold,0,S7-SQ,,1342,596,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Dave,fold,0,H6-D8,,1342,366,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Alice,raise,696,H5-C4,,1646,482,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Bob,raise,1152,D9-D7,,2254,302,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,preflop,Alice,call,1152,H5-C4,,2710,26,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,flop,Alice,raise,26,H5-C4,DJ-DK-DQ,2736,0,10,20,Bob
cf0d5f1f-c80f-4d14-be3f-722e1b93b144,4,flop,Bob,fold,0,D9-D7,DJ-DK-DQ,2736,302,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,1,preflop,Dave,call,20,S3-S2,,50,980,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,1,preflop,Alice,raise,50,S9-HJ,,100,950,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,1,preflop,Bob,fold,0,D3-CK,,100,990,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,1,preflop,Carol,fold,0,H2-HQ,,100,980,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,1,preflop,Dave,fold,0,S3-S2,,100,980,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,2,preflop,Alice,call,20,D4-S5,,50,1030,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,2,preflop,Bob,fold,0,H8-SJ,,50,990,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,2,preflop,Carol,raise,50,D6-DA,,90,930,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,2,preflop,Dave,fold,0,CJ-CQ,,90,960,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,2,preflop,Alice,raise,81,D4-S5,,151,969,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,2,preflop,Carol,call,81,D6-DA,,182,899,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,2,flop,Carol,call,0,D6-DA,D3-H9-S3,182,899,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,2,flop,Alice,fold,0,D4-S5,D3-H9-S3,182,969,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,3,preflop,Bob,call,20,H2-HK,,50,970,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,3,preflop,Carol,fold,0,D5-DT,,50,1081,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,3,preflop,Dave,call,20,D2-D7,,60,940,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,3,preflop,Alice,fold,0,CA-S5,,60,949,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,3,flop,Dave,call,0,D2-D7,C8-CJ-HQ,60,940,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,3,flop,Bob,fold,0,H2-HK,C8-CJ-HQ,60,970,10,20,Alice
2694cc24-fda6-428d-b496-f3bec6e32f83,4,preflop,Carol,fold,0,H4-H6,,30,1081,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,4,preflop,Dave,fold,0,H5-S6,,30,1000,10,20,Bob
2694cc24-fda6-428d-b496-f3bec6e32f83,4,preflop,Alice,fold,0,H2-C9,,30,939,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Dave,call,20,DJ-C9,,50,980,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Alice,raise,35,S9-DA,,85,965,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Bob,call,35,CA-HK,,110,965,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Carol,fold,0,D7-HT,,110,980,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Dave,raise,66,DJ-C9,,156,934,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Alice,raise,140,S9-DA,,261,860,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Bob,fold,0,CA-HK,,261,965,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Dave,raise,214,DJ-C9,,409,786,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,1,preflop,Alice,fold,0,S9-DA,,409,860,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,2,preflop,Alice,raise,30,D9-DQ,,60,830,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,2,preflop,Bob,fold,0,CA-D7,,60,965,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,2,preflop,Carol,fold,0,H5-S3,,60,970,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,2,preflop,Dave,fold,0,HJ-C8,,60,1175,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,3,preflop,Bob,fold,0,CJ-DQ,,30,965,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,3,preflop,Carol,call,20,S8-H7,,50,950,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,3,preflop,Dave,raise,40,S9-D9,,80,1135,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,3,preflop,Alice,fold,0,H4-HA,,80,870,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,3,preflop,Carol,raise,60,S8-H7,,120,910,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,3,preflop,Dave,raise,80,S9-D9,,160,1095,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,3,preflop,Carol,fold,0,S8-H7,,160,910,10,20,Alice
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,4,preflop,Carol,fold,0,SA-D6,,30,910,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,4,preflop,Dave,raise,30,C5-H5,,60,1225,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,4,preflop,Alice,call,30,ST-D7,,80,840,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,4,preflop,Bob,fold,0,D4-DA,,80,945,10,20,Bob
5dd2dc29-00cd-4dfd-a773-6b91ec8af28d,4,flop,Alice,fold,0,ST-D7,S6-D2-CA,80,840,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,1,preflop,Dave,fold,0,H7-H6,,30,1000,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,1,preflop,Alice,raise,30,C5-H8,,60,970,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,1,preflop,Bob,call,30,D5-C2,,80,970,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,1,preflop,Carol,fold,0,S7-D2,,80,980,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,1,flop,Bob,fold,0,D5-C2,HJ-CK-H3,80,970,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,2,preflop,Alice,raise,30,HQ-DQ,,60,1020,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,2,preflop,Bob,fold,0,C3-H8,,60,970,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,2,preflop,Carol,fold,0,S4-CA,,60,970,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,2,preflop,Dave,call,30,CT-D9,,70,970,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,2,flop,Dave,raise,63,CT-D9,S6-DA-DT,133,907,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,2,flop,Alice,call,63,HQ-DQ,S6-DA-DT,196,957,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,2,turn,Dave,fold,0,CT-D9,S6-DA-DT-C2,196,907,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,3,preflop,Bob,raise,30,SQ-HK,,60,940,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,3,preflop,Carol,fold,0,S4-SJ,,60,970,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,3,preflop,Dave,fold,0,CK-DK,,60,897,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,3,preflop,Alice,call,30,CT-D7,,70,1123,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,3,flop,Alice,call,0,CT-D7,C3-S7-H3,70,1123,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,3,flop,Bob,call,0,SQ-HK,C3-S7-H3,70,940,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,3,turn,Alice,raise,42,CT-D7,C3-S7-H3-C8,112,1081,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,3,turn,Bob,fold,0,SQ-HK,C3-S7-H3-C8,112,940,10,20,Alice
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Carol,call,20,DJ-H9,,50,950,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Dave,raise,30,ST-D5,,80,867,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Alice,raise,56,DA-HK,,126,1137,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Bob,raise,126,H4-S5,,232,814,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Carol,raise,196,DJ-H9,,408,774,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Dave,raise,367,ST-D5,,745,530,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Alice,fold,0,DA-HK,,745,1137,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Bob,fold,0,H4-S5,,745,814,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Carol,raise,538,DJ-H9,,1087,432,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Dave,raise,760,ST-D5,,1480,137,10,20,Bob
7a0ef824-d09a-4858-a67a-db510cd6c1cf,4,preflop,Carol,fold,0,DJ-H9,,1480,432,10,20,Bob
b914f965-4aa9-4198-8200-068148b81bd5,1,preflop,Dave,raise,30,C5-SQ,,60,970,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,preflop,Alice,call,30,H2-HJ,,90,970,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,preflop,Bob,raise,40,H4-DQ,,120,960,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,preflop,Carol,call,40,C3-D7,,140,960,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,preflop,Dave,fold,0,C5-SQ,,140,970,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,preflop,Alice,raise,112,H2-HJ,,222,888,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,preflop,Bob,call,112,H4-DQ,,294,888,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,preflop,Carol,call,112,C3-D7,,366,888,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,flop,Bob,fold,0,H4-DQ,DT-HA-DJ,366,888,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,flop,Carol,call,0,C3-D7,DT-HA-DJ,366,888,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,flop,Alice,raise,183,H2-HJ,DT-HA-DJ,549,705,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,1,flop,Carol,fold,0,C3-D7,DT-HA-DJ,549,888,10,20,Alice
b914f965-4aa9-4198-8200-068148b81bd5,2,preflop,Alice,raise,30,DA-C4,,60,1224,10,20,Bob
b914f965-4aa9-4198-8200-068148b81bd5,2,preflop,Bob,fold,0,S4-HJ,,60,888,10,20,Bob
b914f965-4aa9-4198-8200-068148b81bd5,2,preflop,Carol,raise,40,C8-C5,,90,848,10,20,Bob
b914f965-4aa9-4198-8200-068148b81bd5,2,preflop,Dave,fold,0,S9-S2,,90,950,10,20,Bob
b914f965-4aa9-4198-8200-068148b81bd5,2,preflop,Alice,raise,81,DA-C4,,141,1173,10,20,Bob
b914f965-4aa9-4198-8200-068148b81bd5,2,preflop,Carol,call,81,C8-C5,,182,807,10,20,Bob
b914f965-4aa9-4198-8200-068148b81bd5,2,flop,Carol,raise,127,C8-C5,HK-CK-H8,309,680,10,20,Bob
